name,mbti,gender,category,subcategory
Jason Varitek,ISTJ,unknown,Sports,Baseball
Pete Alonso,ESFP,unknown,Sports,Baseball
David Wright,ISFJ,unknown,Sports,Baseball
Félix Hernández,ISFP,unknown,Sports,Baseball
Andy Pettitte,ISTJ,unknown,Sports,Baseball
Jorge Posada,ESFJ,unknown,Sports,Baseball
Kris Bryant,ESFJ,unknown,Sports,Baseball
Reggie Jackson,ESFP,unknown,Sports,Baseball
Evan Longoria,ESFP,unknown,Sports,Baseball
José Bautista,ESTJ,unknown,Sports,Baseball
Dusty Baker,ESFJ,unknown,Sports,Baseball
Dave Roberts,ESFJ,unknown,Sports,Baseball
Walter Johnson,ISFJ,unknown,Sports,Baseball
Lou Gehrig,ISFJ,unknown,Sports,Baseball
Stephen Strasburg,ISFP,unknown,Sports,Baseball
Hank Aaron,ISFJ,unknown,Sports,Baseball
Joe Torre,INTJ,unknown,Sports,Baseball
Matt Kemp,ESFP,unknown,Sports,Baseball
Kevin Youkilis,ESTJ,unknown,Sports,Baseball
Gleyber Torres,ESFP,unknown,Sports,Baseball
Carlos Quentin,ESTJ,unknown,Sports,Baseball
Clint Frazier,ESFP,unknown,Sports,Baseball
Justin Morneau,ISTJ,unknown,Sports,Baseball
Michael Cuddyer,ISTJ,unknown,Sports,Baseball
Don Zimmer,ESTJ,unknown,Sports,Baseball
Roberto Clemente,ISFP,unknown,Sports,Baseball
Bartolo Colón,ISFP,unknown,Sports,Baseball
Grant Balfour,ESTJ,unknown,Sports,Baseball
Victor Martinez,ISTJ,unknown,Sports,Baseball
Craig Kimbrel,ENTP,unknown,Sports,Baseball
Wally Backman,ESFP,unknown,Sports,Baseball
Rougned Odor,ESFP,unknown,Sports,Baseball
Jayson Werth,ESFJ,unknown,Sports,Baseball
Lance Berkman,ENFP,unknown,Sports,Baseball
Chase Utley,ISTJ,unknown,Sports,Baseball
Francisco Lindor,ISFJ,unknown,Sports,Baseball
Bernie Williams,ESFJ,unknown,Sports,Baseball
Carl Yastremzski,ISTJ,unknown,Sports,Baseball
Cal Ripken Jr.,ISTJ,unknown,Sports,Baseball
Dallas Keuchel,ESTP,unknown,Sports,Baseball
Cy Young,ISTJ,unknown,Sports,Baseball
J.A. Happ,ISTJ,unknown,Sports,Baseball
Dennis Eckersley,ESTP,unknown,Sports,Baseball
Harold Reynolds,ESFJ,unknown,Sports,Baseball
Kerry Wood,ESTJ,unknown,Sports,Baseball
Bob Gibson,ISTJ,unknown,Sports,Baseball
Johnny Cueto,ENTP,unknown,Sports,Baseball
Salvador Perez,ESFJ,unknown,Sports,Baseball
Eric Hosmer,ESFJ,unknown,Sports,Baseball
Blaze Jordan,ESTJ,unknown,Sports,Baseball
Ryne Sandberg,ISTJ,unknown,Sports,Baseball
Ned Yost,ISTJ,unknown,Sports,Baseball
Whit Merrifield,ISTP,unknown,Sports,Baseball
A.J. Hinch,ESTJ,unknown,Sports,Baseball
"Ivan ""Pudge"" Rodriguez",ISTJ,unknown,Sports,Baseball
Mark Grace,ESTP,unknown,Sports,Baseball
Steve Avery,ESFP,unknown,Sports,Baseball
Tom Glavine,INTJ,unknown,Sports,Baseball
Brian Wilson,ENFP,unknown,Sports,Baseball
Howie Kendrick,ESFJ,unknown,Sports,Baseball
Adam Eaton,ESFP,unknown,Sports,Baseball
Ian Desmond,ENFJ,unknown,Sports,Baseball
Cameron Maybin,ISFJ,unknown,Sports,Baseball
Nelson Cruz,INFJ,unknown,Sports,Baseball
Hideo Nomo,ISTP,unknown,Sports,Baseball
Roger Maris,INFJ,unknown,Sports,Baseball
Jack Morris,ISTP,unknown,Sports,Baseball
Jason Kipnis,ISFJ,unknown,Sports,Baseball
Michael Brantley,ISTJ,unknown,Sports,Baseball
Yoan Moncada,ISFP,unknown,Sports,Baseball
Alex Gordon,ISTJ,unknown,Sports,Baseball
Dan Plesac,ENFP,unknown,Sports,Baseball
Kirby Puckett,ESFP,unknown,Sports,Baseball
Chuck Knoblauch,ESTP,unknown,Sports,Baseball
Marcus Semien,ENTJ,unknown,Sports,Baseball
Matt Olson,INFP,unknown,Sports,Baseball
Walker Buehler,ISFP,unknown,Sports,Baseball
Ozzie Albies,ENFP,unknown,Sports,Baseball
Chris Archer,ESFJ,unknown,Sports,Baseball
Dave Stewart,ESTJ,unknown,Sports,Baseball
Marcus Stroman,ESFP,unknown,Sports,Baseball
Marcell Ozuna,ISFP,unknown,Sports,Baseball
Tyler Glasnow,ENFP,unknown,Sports,Baseball
Mark Kotsay,ESFP,unknown,Sports,Baseball
Gavin Lux,ESFJ,unknown,Sports,Baseball
Yuli Gurriel,ISFP,unknown,Sports,Baseball
Adley Rutschman,ISFJ,unknown,Sports,Baseball
Andre Dawson,ISTP,unknown,Sports,Baseball
Luke Voit,ISFP,unknown,Sports,Baseball
Archie Bradley,ISFJ,unknown,Sports,Baseball
Ian Happ,ISFJ,unknown,Sports,Baseball
Gio Gonzalez,ESFP,unknown,Sports,Baseball
Jeff Francoeur,ESFJ,unknown,Sports,Baseball
Marco Scutaro,ESFJ,unknown,Sports,Baseball
Eric Karros,ENTP,unknown,Sports,Baseball
Hunter Renfroe,ISTJ,unknown,Sports,Baseball
Chaim Bloom,INTP,unknown,Sports,Baseball
Theo Epstein,INTJ,unknown,Sports,Baseball
Matt Harvey,ISFJ,unknown,Sports,Baseball
Joe Carter,ISFJ,unknown,Sports,Baseball
Enrique Hernandez,ENTP,unknown,Sports,Baseball
Michael Morse,ENFP,unknown,Sports,Baseball
Austin Riley,ESTJ,unknown,Sports,Baseball
Eddie Rosario,ISFP,unknown,Sports,Baseball
Cole Tucker,ESFJ,unknown,Sports,Baseball
Amir Garrett,ESFP,unknown,Sports,Baseball
Sean Manaea,ENFP,unknown,Sports,Baseball
Julio Teheran,INFP,unknown,Sports,Baseball
Brian Cashman,ENTJ,unknown,Sports,Baseball
Tony Kemp,ENFJ,unknown,Sports,Baseball
Nathan Eovaldi,ESTP,unknown,Sports,Baseball
Willy Adames,ESFJ,unknown,Sports,Baseball
Coco Crisp,ESTP,unknown,Sports,Baseball
Adam Duvall,ISTJ,unknown,Sports,Baseball
Max Fried,ISTJ,unknown,Sports,Baseball
Lance McCullers Jr.,ESFJ,unknown,Sports,Baseball
Dock Ellis,ISFP,unknown,Sports,Baseball
Jack Suwinski,ISTP,unknown,Sports,Baseball
Harrison Bader,ESFP,unknown,Sports,Baseball
Earl Weaver,ESTJ,unknown,Sports,Baseball
Thurman Munson,ISTP,unknown,Sports,Baseball
Paul Goldschmidt,ISFJ,unknown,Sports,Baseball
Noah Syndergaard,ISTJ,unknown,Sports,Baseball
Larry “Chipper” Jones,ESTJ,unknown,Sports,Baseball
Jonathan Papelbon,ESTJ,unknown,Sports,Baseball
Jason Giambi,ESFJ,unknown,Sports,Baseball
Frank Thomas,ESFJ,unknown,Sports,Baseball
Mo Vaughn,ESTP,unknown,Sports,Baseball
Dave Winfield,ESFP,unknown,Sports,Baseball
Ryan Howard,ESTJ,unknown,Sports,Baseball
Ryan Zimmerman,ISTJ,unknown,Sports,Baseball
Hanley Ramírez,ESFP,unknown,Sports,Baseball
Whitey Ford,ISTP,unknown,Sports,Baseball
Vladimir Guerrero Sr.,ISTP,unknown,Sports,Baseball
Prince Fielder,ESFP,unknown,Sports,Baseball
Cecil Fielder,ESTJ,unknown,Sports,Baseball
Davey Martinez,ESTJ,unknown,Sports,Baseball
Adam Jones,ESTJ,unknown,Sports,Baseball
Roy Halladay,ISTJ,unknown,Sports,Baseball
Orel Hershiser,INTJ,unknown,Sports,Baseball
Adrian Gonzalez,ISTJ,unknown,Sports,Baseball
Vladimir Guerrero Jr.,ESFP,unknown,Sports,Baseball
Brandon Phillips,ESFP,unknown,Sports,Baseball
Chris Carpenter,ISTJ,unknown,Sports,Baseball
Clay Buchholz,ISTP,unknown,Sports,Baseball
Don Mattingly,ESTJ,unknown,Sports,Baseball
Yoenis Céspedes,ISFP,unknown,Sports,Baseball
"Rich ""Goose"" Gossage",ESTJ,unknown,Sports,Baseball
Adam Wainwright,ESTJ,unknown,Sports,Baseball
Jimmy Rollins,ESTJ,unknown,Sports,Baseball
Pablo Sandoval,ESFP,unknown,Sports,Baseball
Matt Carpenter,ISTJ,unknown,Sports,Baseball
Roberto Alomar,ISFJ,unknown,Sports,Baseball
Mike Schmidt,ESFJ,unknown,Sports,Baseball
Ozzie Guillen,ESFP,unknown,Sports,Baseball
Mark Buehrle,ISTJ,unknown,Sports,Baseball
Tony Gwynn,ESTP,unknown,Sports,Baseball
Troy Tulowitzki,ESFJ,unknown,Sports,Baseball
Tris Speaker,ISTJ,unknown,Sports,Baseball
Paul Konerko,ISTJ,unknown,Sports,Baseball
Brian McCann,ISTJ,unknown,Sports,Baseball
Matt Holliday,ISTJ,unknown,Sports,Baseball
Gary Sheffield,ESTJ,unknown,Sports,Baseball
Mike Scioscia,ISTJ,unknown,Sports,Baseball
Cole Hamels,ISFJ,unknown,Sports,Baseball
Billy Wagner,ESTJ,unknown,Sports,Baseball
Sean Doolittle,ENFP,unknown,Sports,Baseball
Dwight “Doc” Gooden,ESFP,unknown,Sports,Baseball
Dellin Betances,ISFP,unknown,Sports,Baseball
Rogers Hornsby,ISTJ,unknown,Sports,Baseball
Ernie Banks,ISFJ,unknown,Sports,Baseball
Josh Gibson,ISFP,unknown,Sports,Baseball
Joba Chamberlain,ESFP,unknown,Sports,Baseball
Asdrubal Cabrera,ISFP,unknown,Sports,Baseball
Carlos Zambrano,ESFP,unknown,Sports,Baseball
Sonny Gray,ISFJ,unknown,Sports,Baseball
James Paxton,ISFJ,unknown,Sports,Baseball
Raúl Ibañez,ISTJ,unknown,Sports,Baseball
Trevor Hoffman,ESTJ,unknown,Sports,Baseball
Shane Victorino,ESFJ,unknown,Sports,Baseball
Ron Gardenhire,ISTJ,unknown,Sports,Baseball
George Springer,ENFP,unknown,Sports,Baseball
Jim Thome,ISTJ,unknown,Sports,Baseball
Andrew Benintendi,ESFJ,unknown,Sports,Baseball
Don Larsen,ISTJ,unknown,Sports,Baseball
Joey Gallo,ISTJ,unknown,Sports,Baseball
David Cone,ISTJ,unknown,Sports,Baseball
José Reyes,ESFP,unknown,Sports,Baseball
Brandon Crawford,ISFJ,unknown,Sports,Baseball
Rafael Palmeiro,ISTJ,unknown,Sports,Baseball
Jacob DeGrom,ISTJ,unknown,Sports,Baseball
Mike Lowell,ISTJ,unknown,Sports,Baseball
Mike Clevinger,ESFP,unknown,Sports,Baseball
Buck Showalter,ISTJ,unknown,Sports,Baseball
Xander Bogaerts,ISFJ,unknown,Sports,Baseball
Rhys Hoskins,ESFJ,unknown,Sports,Baseball
Carlos Ruiz,ISTJ,unknown,Sports,Baseball
Tim Lincecum,ISFP,unknown,Sports,Baseball
Starling Marte,ISFP,unknown,Sports,Baseball
Andrelton Simmons,ISTP,unknown,Sports,Baseball
Torii Hunter,ESFJ,unknown,Sports,Baseball
José Fernandez,ESFP,unknown,Sports,Baseball
Andre Ethier,ISFJ,unknown,Sports,Baseball
Justin Upton,ISFP,unknown,Sports,Baseball
Melvin “B.J.” Upton Jr.,ESFP,unknown,Sports,Baseball
Todd Helton,ISTJ,unknown,Sports,Baseball
Mike Mussina,INTJ,unknown,Sports,Baseball
Dee Strange-Gordon,ISFP,unknown,Sports,Baseball
Ian Kinsler,ISFJ,unknown,Sports,Baseball
Jon Lester,ISTJ,unknown,Sports,Baseball
Kyle Seager,ISTJ,unknown,Sports,Baseball
Bo Bichette,ISFP,unknown,Sports,Baseball
Brian Dozier,ISTJ,unknown,Sports,Baseball
Dallas Braden,ENFP,unknown,Sports,Baseball
Chris Davis,ESFJ,unknown,Sports,Baseball
Victor Robles,ISFP,unknown,Sports,Baseball
Craig Counsell,ISFJ,unknown,Sports,Baseball
Joc Pederson,ESFP,unknown,Sports,Baseball
Wil Myers,ISFP,unknown,Sports,Baseball
Fernando Rodney,ISFP,unknown,Sports,Baseball
Dustin May,ISFP,unknown,Sports,Baseball
Carlos Santana,ISFP,unknown,Sports,Baseball
Edwin Encarnación,ISFP,unknown,Sports,Baseball
Fred McGriff,ESFP,unknown,Sports,Baseball
Josh Hader,ISFP,unknown,Sports,Baseball
Max Kepler,ISFP,unknown,Sports,Baseball
Miguel Sano,ISFP,unknown,Sports,Baseball
Carlos Peña,ESFJ,unknown,Sports,Baseball
Trey Mancini,ISFJ,unknown,Sports,Baseball
Byron Buxton,ISFP,unknown,Sports,Baseball
Andruw Jones,ISFJ,unknown,Sports,Baseball
Jeff Bagwell,ISTJ,unknown,Sports,Baseball
Craig Biggio,ISTJ,unknown,Sports,Baseball
Josh Bell,ISFJ,unknown,Sports,Baseball
Cliff Floyd,ESTJ,unknown,Sports,Baseball
Daniel Murphy,ISTJ,unknown,Sports,Baseball
Max Muncy,ISFJ,unknown,Sports,Baseball
Fernando Valenzuela,ISFP,unknown,Sports,Baseball
Miguel Tejada,ISTJ,unknown,Sports,Baseball
Luis Robert,ISFP,unknown,Sports,Baseball
Larry Walker,ISTJ,unknown,Sports,Baseball
Justin Turner,ESFJ,unknown,Sports,Baseball
Mike Moustakas,ISTJ,unknown,Sports,Baseball
Yordan Alvarez,ISFP,unknown,Sports,Baseball
Brian Roberts,ISFJ,unknown,Sports,Baseball
Tim Anderson,ESFP,unknown,Sports,Baseball
Elvis Andrus,ESFJ,unknown,Sports,Baseball
Harold Baines,ISTJ,unknown,Sports,Baseball
Al Kaline,ISTJ,unknown,Sports,Baseball
Troy Percival,ESTJ,unknown,Sports,Baseball
Tim Salmon,ISTJ,unknown,Sports,Baseball
Juan Uribe,ISFP,unknown,Sports,Baseball
Orlando “El Duque” Hernandez,ISFP,unknown,Sports,Baseball
Livan Hernandez,ISFJ,unknown,Sports,Baseball
Matt Chapman,ISTJ,unknown,Sports,Baseball
Edgar Martinez,ISFJ,unknown,Sports,Baseball
Willson Contreras,ISFP,unknown,Sports,Baseball
Jo Adell,ISFP,unknown,Sports,Baseball
Trevor Story,ISFP,unknown,Sports,Baseball
Khris Davis,ISFJ,unknown,Sports,Baseball
Todd Frazier,ESFJ,unknown,Sports,Baseball
Lorenzo Cain,ESFJ,unknown,Sports,Baseball
Rafael Devers,ISFP,unknown,Sports,Baseball
Patrick Corbin,ISFJ,unknown,Sports,Baseball
Jose Ramirez,ISFP,unknown,Sports,Baseball
Erick Aybar,ISFP,unknown,Sports,Baseball
Josh Johnson,ISTJ,unknown,Sports,Baseball
Jake Peavy,ESTJ,unknown,Sports,Baseball
Mark Prior,ISTJ,unknown,Sports,Baseball
Kevin Kiermaier,ISFP,unknown,Sports,Baseball
Austin Meadows,ISFJ,unknown,Sports,Baseball
Aaron Nola,ISFJ,unknown,Sports,Baseball
Ken Giles,ISFP,unknown,Sports,Baseball
Jim Rice,ISTJ,unknown,Sports,Baseball
Eugenio Suarez,ISFJ,unknown,Sports,Baseball
Eric Davis,ESTJ,unknown,Sports,Baseball
Dave Parker,ISFP,unknown,Sports,Baseball
Jacoby Ellsbury,ISFP,unknown,Sports,Baseball
Zack Britton,ISTJ,unknown,Sports,Baseball
Jack Flaherty,ISTJ,unknown,Sports,Baseball
Ozzie Smith,ESFP,unknown,Sports,Baseball
Yordano Ventura,ISFP,unknown,Sports,Baseball
Barry Larkin,ISTJ,unknown,Sports,Baseball
Hunter Dozier,ESTJ,unknown,Sports,Baseball
Jeff McNeil,ISTJ,unknown,Sports,Baseball
Andrew Miller,ISTJ,unknown,Sports,Baseball
Aaron Hicks,ISFJ,unknown,Sports,Baseball
Kyle Hendricks,ISTJ,unknown,Sports,Baseball
Michael Conforto,ISFJ,unknown,Sports,Baseball
Ben Zobrist,ISFJ,unknown,Sports,Baseball
Carl Crawford,ESFP,unknown,Sports,Baseball
Ketel Marte,ISFP,unknown,Sports,Baseball
Nate McLouth,ISFJ,unknown,Sports,Baseball
Nick Markakis,ISFP,unknown,Sports,Baseball
Hal Newhouser,ISTJ,unknown,Sports,Baseball
Carlos Martinez,ISFP,unknown,Sports,Baseball
Shin-Soo Choo,ESFJ,unknown,Sports,Baseball
Michael Young,ISTJ,unknown,Sports,Baseball
Keston Hiura,ISFJ,unknown,Sports,Baseball
Cavan Biggio,ISFJ,unknown,Sports,Baseball
Shane Bieber,ENFP,unknown,Sports,Baseball
Yasmani Grandal,ISTJ,unknown,Sports,Baseball
Charlie Morton,ISTJ,unknown,Sports,Baseball
Brandon Belt,ESFJ,unknown,Sports,Baseball
Brandon Woodruff,ISTJ,unknown,Sports,Baseball
Alec Mills,ISFJ,unknown,Sports,Baseball
Aubrey Huff,ESTJ,unknown,Sports,Baseball
Mike Tauchman,ISTJ,unknown,Sports,Baseball
Colby Rasmus,ISTP,unknown,Sports,Baseball
Eloy Jimenez,ISFP,unknown,Sports,Baseball
"""Shoeless"" Joe Jackson",ENFP,unknown,Sports,Baseball
Ramon Laureano,ISFP,unknown,Sports,Baseball
Bo Porter,ESTJ,unknown,Sports,Baseball
Francisco Cervelli,ISFJ,unknown,Sports,Baseball
Nate Pearson,ISFJ,unknown,Sports,Baseball
Wander Franco,ISFP,unknown,Sports,Baseball
Sixto Sanchez,ISFP,unknown,Sports,Baseball
Eric Thames,ISFJ,unknown,Sports,Baseball
Casey Mize,ISFJ,unknown,Sports,Baseball
Mark DeRosa,ESFP,unknown,Sports,Baseball
David Wells,ESTJ,unknown,Sports,Baseball
Gio Urshela,ISFP,unknown,Sports,Baseball
Dominic Smith,INFP,unknown,Sports,Baseball
Tim Raines,ISFJ,unknown,Sports,Baseball
Claire Joan Chillace,ENTP,unknown,Sports,Baseball
David Ross,ESFJ,unknown,Sports,Baseball
David Peralta,ISFP,unknown,Sports,Baseball
Ron Washington,ISTJ,unknown,Sports,Baseball
Jonathan Villar,ISFP,unknown,Sports,Baseball
Jonathan Schoop,ISFJ,unknown,Sports,Baseball
Yunel Escobar,ISFP,unknown,Sports,Baseball
Jose Berrios,ISFP,unknown,Sports,Baseball
Ron Darling,ISTJ,unknown,Sports,Baseball
Yusei Kikuchi,ISTP,unknown,Sports,Baseball
Koji Uehara,ISFP,unknown,Sports,Baseball
Scott Rolen,ISTJ,unknown,Sports,Baseball
Austin Romine,ISTJ,unknown,Sports,Baseball
Chase Headley,ISFP,unknown,Sports,Baseball
Huston Street,ISTJ,unknown,Sports,Baseball
Luis Gonzalez,ISFJ,unknown,Sports,Baseball
Kelvin Herrera,ISFP,unknown,Sports,Baseball
Brett Lawrie,ESFP,unknown,Sports,Baseball
Carter Kieboom,ISFJ,unknown,Sports,Baseball
Mike Soroka,ISFJ,unknown,Sports,Baseball
Dontrelle Willis,ESFP,unknown,Sports,Baseball
Paul DeJong,ISTJ,unknown,Sports,Baseball
Rod Carew,ISFJ,unknown,Sports,Baseball
Miguel Andujar,ISFP,unknown,Sports,Baseball
Adam Ottavino,ISTJ,unknown,Sports,Baseball
Matt Williams,ISTJ,unknown,Sports,Baseball
Trevor Rosenthal,ISFJ,unknown,Sports,Baseball
Michael Taylor,ISFJ,unknown,Sports,Baseball
Bobby Valentine,ENTJ,unknown,Sports,Baseball
Eric Gagne,ISTJ,unknown,Sports,Baseball
Taijuan Walker,ISTJ,unknown,Sports,Baseball
Don Drysdale,ESTJ,unknown,Sports,Baseball
Johan Santana,ISFP,unknown,Sports,Baseball
Edwin Diaz,ISFP,unknown,Sports,Baseball
Dale Murphy,ESFP,unknown,Sports,Baseball
Joey Bart,ISFJ,unknown,Sports,Baseball
Sean Murphy,ISTJ,unknown,Sports,Baseball
Mitch Williams,ESFP,unknown,Sports,Baseball
Jose Abreu,ISFJ,unknown,Sports,Baseball
Corey Dickerson,ISFJ,unknown,Sports,Baseball
Bret Saberhagen,ESTJ,unknown,Sports,Baseball
Robin Ventura,ISTJ,unknown,Sports,Baseball
Raisel Iglesias,ISFP,unknown,Sports,Baseball
Aristides Aquino,ISFP,unknown,Sports,Baseball
Jake Cronenworth,ISFJ,unknown,Sports,Baseball
Pee Wee Reese,ESFJ,unknown,Sports,Baseball
Dylan Carlson,ISTJ,unknown,Sports,Baseball
Alec Bohm,ISFJ,unknown,Sports,Baseball
Zack Wheeler,ISFJ,unknown,Sports,Baseball
Rob Dibble,ESTJ,unknown,Sports,Baseball
Jim Palmer,ISTJ,unknown,Sports,Baseball
Eddie Murray,ISFJ,unknown,Sports,Baseball
Frank Robinson,ISTJ,unknown,Sports,Baseball
Brady Anderson,ISTJ,unknown,Sports,Baseball
Brooks Robinson,ISTJ,unknown,Sports,Baseball
Kenny Lofton,ESFJ,unknown,Sports,Baseball
Sean Casey,ESFP,unknown,Sports,Baseball
Matt Garza,ESTJ,unknown,Sports,Baseball
Randy Arozarena,ESTP,unknown,Sports,Baseball
Josh Reddick,ISFP,unknown,Sports,Baseball
Mark Reynolds,ISTJ,unknown,Sports,Baseball
Brandon Morrow,ISFJ,unknown,Sports,Baseball
Nomar Mazara,ISFP,unknown,Sports,Baseball
Brusdar Graterol,ISFP,unknown,Sports,Baseball
Julio Urias,ISFP,unknown,Sports,Baseball
Chris Taylor,ISFJ,unknown,Sports,Baseball
Joey Wendle,ISTJ,unknown,Sports,Baseball
Paul O’Neill,ISTJ,unknown,Sports,Baseball
Ji-Man Choi,ISFP,unknown,Sports,Baseball
Ubaldo Jimenez,ISTP,unknown,Sports,Baseball
Greg Holland,ISTJ,unknown,Sports,Baseball
Danny Salazar,ISFP,unknown,Sports,Baseball
Triston Casas,ISFP,unknown,Sports,Baseball
Oscar Mercado,ISFJ,unknown,Sports,Baseball
Mike Zunino,ISTJ,unknown,Sports,Baseball
Yandy Diaz,ISFP,unknown,Sports,Baseball
Franmil Reyes,ISFP,unknown,Sports,Baseball
Wilson Ramos,ISFJ,unknown,Sports,Baseball
Liam Hendriks,ISFJ,unknown,Sports,Baseball
Zach Plesac,ISFP,unknown,Sports,Baseball
Riley Greene,ESFJ,unknown,Sports,Baseball
Pedro Strop,ISFP,unknown,Sports,Baseball
Tim Hudson,ISFJ,unknown,Sports,Baseball
Joakim Soria,ISFJ,unknown,Sports,Baseball
Jeurys Familia,ISFP,unknown,Sports,Baseball
Kevin Gausman,ISFP,unknown,Sports,Baseball
Tyler Clippard,ISTJ,unknown,Sports,Baseball
Pedro Baez,ISFP,unknown,Sports,Baseball
Devin Williams,ISFP,unknown,Sports,Baseball
Hunter Greene,ESFJ,unknown,Sports,Baseball
Brendan McKay,ISTJ,unknown,Sports,Baseball
Travis d'Arnaud,ISTJ,unknown,Sports,Baseball
Jeff Samardzija,ISTJ,unknown,Sports,Baseball
Jean Segura,ISFJ,unknown,Sports,Baseball
Placido Polanco,ISTJ,unknown,Sports,Baseball
Magglio Ordoñez,ISFP,unknown,Sports,Baseball
Roberto Osuna,ISFP,unknown,Sports,Baseball
Kirby Yates,ISFJ,unknown,Sports,Baseball
Kumar Rocker,ISTJ,unknown,Sports,Baseball
Jesus Luzardo,ESFJ,unknown,Sports,Baseball
Mike Fiers,ISTJ,unknown,Sports,Baseball
Lance Lynn,ENFP,unknown,Sports,Baseball
Michael Kopech,ISFP,unknown,Sports,Baseball
Denard Span,ISFJ,unknown,Sports,Baseball
Nyjer Morgan,ESFP,unknown,Sports,Baseball
Elijah Dukes,ISTP,unknown,Sports,Baseball
Melky Cabrera,ISFP,unknown,Sports,Baseball
Hisashi Iwakuma,ISTP,unknown,Sports,Baseball
Jered Weaver,ISFJ,unknown,Sports,Baseball
Garrett Richards,ISFJ,unknown,Sports,Baseball
Ervin Santana,ISFP,unknown,Sports,Baseball
Maikel Franco,ISFP,unknown,Sports,Baseball
Mike Napoli,ESFJ,unknown,Sports,Baseball
Hiroki Kuroda,ISTP,unknown,Sports,Baseball
Jordan Hicks,ESTP,unknown,Sports,Baseball
Gerardo Parra,ISFJ,unknown,Sports,Baseball
Matt Joyce,ISFJ,unknown,Sports,Baseball
"Francisco Rodriguez ""K-Rod""",ISTJ,unknown,Sports,Baseball
Carl Edwards Jr.,ESFJ,unknown,Sports,Baseball
Sergio Romo,ISFJ,unknown,Sports,Baseball
Travis Hafner,ISTJ,unknown,Sports,Baseball
Rick Ankiel,ISFJ,unknown,Sports,Baseball
Wade Davis,ISTJ,unknown,Sports,Baseball
Kyle Lewis,ISFJ,unknown,Sports,Baseball
Luis Tiant,ISTJ,unknown,Sports,Baseball
Phil Niekro,ISTJ,unknown,Sports,Baseball
Jim Bunning,ISTJ,unknown,Sports,Baseball
Julio Rodriguez,ESFP,unknown,Sports,Baseball
Jarred Kelenic,ISFP,unknown,Sports,Baseball
Cristian Pache,ISFP,unknown,Sports,Baseball
Jay Bruce,ISTJ,unknown,Sports,Baseball
Alcides Escobar,ISFP,unknown,Sports,Baseball
Jason Bay,ISFJ,unknown,Sports,Baseball
Rocco Baldelli,ENFJ,unknown,Sports,Baseball
Pat Neshek,ISTJ,unknown,Sports,Baseball
Denny McLain,ISTJ,unknown,Sports,Baseball
Lefty Grove,ISTJ,unknown,Sports,Baseball
Vida Blue,ISTJ,unknown,Sports,Baseball
Lourdes Gurriel Jr.,ISFP,unknown,Sports,Baseball
Alexi Ogando,ISFP,unknown,Sports,Baseball
Neftali Feliz,ISFP,unknown,Sports,Baseball
Michael Bourn,ISFJ,unknown,Sports,Baseball
Milton Bradley,ISFP,unknown,Sports,Baseball
Danny Santana,ISFP,unknown,Sports,Baseball
Johan Camargo,ISFP,unknown,Sports,Baseball
Brad Hand,ISTJ,unknown,Sports,Baseball
Eric Byrnes,ESFP,unknown,Sports,Baseball
Neil Walker,ISFJ,unknown,Sports,Baseball
Carlos Carrasco,ISFJ,unknown,Sports,Baseball
Kyle Tucker,ISFJ,unknown,Sports,Baseball
Giovanny Gallegos,ISTJ,unknown,Sports,Baseball
Dinelson Lamet,ISTP,unknown,Sports,Baseball
Chris Paddack,ISFJ,unknown,Sports,Baseball
Robert Hassell,ISFJ,unknown,Sports,Baseball
Trent Grisham,ESFJ,unknown,Sports,Baseball
Jimmie Foxx,ISTJ,unknown,Sports,Baseball
Martin Prado,ISTJ,unknown,Sports,Baseball
Ke'Bryan Hayes,ISFJ,unknown,Sports,Baseball
Mike Yastrzemski,ISFJ,unknown,Sports,Baseball
Akil Baddoo,ISFP,unknown,Sports,Baseball
Jazz Chisholm Jr.,ESFP,unknown,Sports,Baseball
Branch Rickley,ESFJ,unknown,Sports,Baseball
Addison Russell,ESFP,unknown,Sports,Baseball
Jesus Aguilar,ISFJ,unknown,Sports,Baseball
Taylor Walls,ESFP,unknown,Sports,Baseball
DJ Peters,ESFP,unknown,Sports,Baseball
Adolis García,ISFP,unknown,Sports,Baseball
Jesse Winker,ISFJ,unknown,Sports,Baseball
Tyler O'Neill,ISTJ,unknown,Sports,Baseball
Dylan Bundy,ISFP,unknown,Sports,Baseball
Teoscar Hernandez,ISFJ,unknown,Sports,Baseball
Carlos Rodón,ISTJ,unknown,Sports,Baseball
Bobby Witt Jr.,ISFP,unknown,Sports,Baseball
Yoelqui Céspedes,ISFP,unknown,Sports,Baseball
Michael Toglia,ESFJ,unknown,Sports,Baseball
Jared Walsh,ISFP,unknown,Sports,Baseball
Freddy Peralta,ISFP,unknown,Sports,Baseball
Mark Fidrych,INTP,unknown,Sports,Baseball
Rube Waddell,ENFP,unknown,Sports,Baseball
Corbin Burnes,ISFJ,unknown,Sports,Baseball
Josiah Gray,ISFJ,unknown,Sports,Baseball
Lewis Brinson,ISFP,unknown,Sports,Baseball
Trevor Rogers,ISFP,unknown,Sports,Baseball
Sandy Alcántara,ISTJ,unknown,Sports,Baseball
Andrew Friedman,ENTJ,unknown,Sports,Baseball
Brandon Marsh,ESFP,unknown,Sports,Baseball
Keibert Ruiz,ISTP,unknown,Sports,Baseball
AJ Pollock,ISFJ,unknown,Sports,Baseball
Alex Reyes,ISFP,unknown,Sports,Baseball
